iso3,year,hale
SSD,2016,51.08889764
TCD,2004,45.68773558
GNB,2020,51.21711265
CPV,2018,62.13638932
SDN,2008,57.19237451
ZWE,2005,40.54494692
NER,2004,46.78743818
MAR,2012,62.14068525
TZA,2011,54.41998059
NAM,2003,44.50066433
MAR,2000,60.68542085
DJI,2010,54.08876519
BFA,2005,48.87222081
NAM,2018,52.77163969
UGA,2020,55.71921021
RWA,2016,57.58752382
GNB,2009,48.0644462
MAR,2006,61.07385866
GNQ,2018,52.73536437
SWZ,2018,47.80800391
NAM,2017,52.53271185
LSO,2015,44.20727263
LBR,2016,53.00955471
LBY,2012,64.03478549
NGA,2011,52.23027318
GIN,2016,52.61325684
MLI,2002,46.99599108
MLI,2012,52.08663199
EGY,2013,61.64640736
CIV,2014,52.4253171
UGA,2009,51.28545767
GMB,2006,53.25995255
SYC,2011,66.69670353
MOZ,2021,49.71591103
NGA,2000,46.96187893
TZA,2009,53.33909063
DJI,2013,55.07393142
BWA,2021,53.89972661
LBR,2003,45.93375656
DJI,2017,56.37688423
KEN,2006,50.83469994
RWA,2010,55.77329832
CPV,2008,62.45995685
EGY,2000,59.29875703
CPV,2010,62.78727611
ETH,2016,58.0662811
NER,2015,52.47208738
GNB,2012,48.45675454
SOM,2017,49.39078448
LSO,2006,37.79608065
SEN,2000,51.36977265
MRT,2013,61.82207177
ZWE,2016,50.89948879
SWZ,2004,37.61809589
GAB,2018,56.13898862
GIN,2020,53.66797331
BEN,2002,49.73775228
SOM,2006,43.88916681
MRT,2002,56.26671879
SSD,2012,51.17684752
BFA,2011,51.66966859
TCD,2020,52.02959848
BFA,2007,49.50020934
ZWE,2013,49.31670883
MRT,2003,55.94480875
GAB,2019,55.38346056
COM,2015,59.09923013
ZAF,2002,47.71744775
AGO,2009,50.70037333
ZAF,2002,46.15431806
RWA,2021,59.43561606
AGO,2017,53.90308468
RWA,2007,51.91998322
NAM,2019,57.66303324
CMR,2015,51.62721778
BFA,2012,53.25581662
AGO,2002,44.27867087
GHA,2002,51.99031779
LSO,2020,47.04137937
SYC,2019,62.52233283
DZA,2016,66.85574086
NAM,2013,52.01231215
LBR,2004,47.11789914
GIN,2013,51.99693873
TZA,2000,45.8023251
NGA,2021,54.90533296
ZAF,2015,52.61353987
BDI,2009,51.14686843
UGA,2011,52.87313258
NER,2020,52.95938336
TCD,2021,51.11931498
ZWE,2002,40.1209335
LBR,2007,51.1629886
TGO,2000,49.01759129
MDG,2004,52.89735505
MRT,2016,62.1598133
ETH,2009,54.19407422
TCD,2018,51.40391697
MDG,2002,51.75244581
ERI,2015,56.64737592
GIN,2021,53.51160913
NAM,2008,53.41373968
BDI,2008,50.29211608
GAB,2000,50.03520692
MRT,2015,60.96323209
SWZ,2006,37.46713267
MWI,2008,47.6540117
TCD,2018,51.03575309
DZA,2000,62.93614021
BDI,2018,57.05509449
COG,2001,46.84131508
ZWE,2004,40.09101382
SDN,2006,56.53994675
SLE,2021,53.02079191
GNB,2018,52.54231547
BDI,2020,56.39985355
RWA,2019,59.10058688
NAM,2004,44.6140702
COG,2006,49.00614641
GAB,2014,54.2303969
GHA,2015,57.69730902
UGA,2002,45.00035489
SOM,2021,48.71366508
GMB,2012,54.75963192
TZA,2015,56.52393178
MLI,2001,47.2786153
GNB,2012,50.60924804
COD,2010,50.10510166
SOM,2016,49.06997751
DZA,2000,62.97492652
GNQ,2005,49.02238331
ZWE,2009,43.80701945
MWI,2001,39.92421999
MOZ,2015,48.44590187
LBY,2019,63.98713106
MAR,2005,61.48318081
LBR,2011,52.55321313
GNB,2002,44.74917104
MRT,2012,60.60371333
SSD,2015,50.13760737
MOZ,2004,45.52426452
SYC,2007,63.98590451
TZA,2006,50.45107912
ZWE,2019,50.89916096
TUN,2018,67.21709376
UGA,2012,53.69035031
ERI,2011,50.84459064
SOM,2009,44.67375218
GHA,2000,51.72943417
GAB,2009,53.55800433
DJI,2019,56.90056246
NGA,2010,51.66279881
NGA,2003,48.02993382
MAR,2021,62.33965438
LBR,2020,53.93808781
TZA,2003,47.95022936
MAR,2015,63.75786244
COM,2020,59.89825384
NGA,2007,50.34947065
MRT,2017,60.42616205
COG,2015,54.06948191
CIV,2017,54.34714887
SSD,2017,51.88143308
GIN,2007,50.07182951
BWA,2006,49.31909017
AGO,2020,53.24276864
LBY,2001,63.48146253
UGA,2005,47.53250225
CMR,2011,50.37668149
BFA,2002,46.67251473
LBY,2010,64.0493003
MUS,2011,65.8582942
COD,2013,51.68495267
AGO,2012,50.47262766
SDN,2016,59.41058361
RWA,2011,57.29688526
EGY,2021,61.11008692
SYC,2015,62.5547653
CAF,2016,44.74417257
DJI,2021,57.66670106
SEN,2002,52.47430254
SWZ,2005,37.03601266
ZMB,2008,48.11215208
NAM,2011,51.12371365
DJI,2008,54.66656945
ZWE,2020,53.25101397
BWA,2010,50.91560752
ETH,2005,49.85203318
DZA,2013,66.48439753
TZA,2013,56.32520885
KEN,2002,47.89518943
DJI,2013,56.22791512
LBR,2002,45.72227008
UGA,2001,42.3743869
ERI,2011,55.36114527
SSD,2005,47.38699005
COD,2000,45.9343704
CIV,2018,54.90882776
STP,2013,61.51557894
LBY,2002,64.39484913
GAB,2002,50.12968182
LBY,2008,64.35262073
GHA,2019,59.11950553
GHA,2007,54.01794013
RWA,2020,59.49526156
LSO,2017,44.45299076
TCD,2009,48.44820944
ZMB,2012,51.07565822
CPV,2002,62.87019288
MLI,2015,51.9845568
CMR,2004,46.49618788
SEN,2018,59.80396668
MOZ,2003,44.39565026
ZMB,2003,41.15664249
MUS,2017,66.11415075
LSO,2009,42.90926069
MOZ,2012,45.60958228
BDI,2000,37.00929602
GMB,2001,52.05102927
MUS,2001,60.57491619
CIV,2010,50.00052511
GNQ,2003,48.09279218
GMB,2005,52.74876604
LBR,2008,51.65236793
TZA,2011,54.71492175
CAF,2012,42.53939297
EGY,2018,62.35035845
GNQ,2014,53.19001622
LBY,2021,62.05697061
TCD,2013,49.25694414
SSD,2014,52.0799246
SDN,2001,54.6928007
GIN,2014,51.1991038
SOM,2015,48.69938284
MWI,2014,53.82379992
KEN,2002,47.39745323
BFA,2014,54.1823041
BFA,2009,50.71668395
COM,2010,57.9236997
GMB,2005,52.6111885
CPV,2005,63.28246019
NGA,2016,53.65459041
GHA,2019,56.83548537
AGO,2011,52.19645651
ETH,2013,57.38920813
DZA,2018,65.27008743
BFA,2010,50.15613728
MAR,2002,61.6712411
CMR,2016,51.79529647
ERI,2014,56.37696766
CIV,2014,51.36919898
CAF,2020,44.49781362
TGO,2003,49.29298818
MUS,2017,62.57031783
LBY,2014,62.71072653
AGO,2012,52.89446854
COG,2012,52.61847746
GAB,2018,55.09707588
MOZ,2004,44.62257761
MOZ,2011,47.4099123
MOZ,2014,47.73764955
TZA,2013,55.66006286
KEN,2017,56.32980499
CAF,2010,41.97352851
SOM,2008,45.81780776
ZWE,2008,42.85549573
EGY,2016,62.79743189
MWI,2017,53.45122598
ETH,2006,50.73521948
BWA,2004,44.02557418
TUN,2001,65.46182814
BEN,2009,52.11334333
STP,2007,59.07600039
MRT,2018,62.36800326
MOZ,2002,45.05238857
CIV,2013,50.65517123
MUS,2020,63.80634809
BEN,2007,51.28713214
CIV,2006,47.16133999
CAF,2006,40.43068228
COD,2014,52.21876182
MRT,2012,61.70750724
SOM,2018,46.73467421
LSO,2012,44.54175346
CPV,2015,63.7565498
CIV,2019,56.64468725
SYC,2004,63.78190695
EGY,2015,62.25984529
CPV,2021,61.33677365
CPV,2013,63.28372136
NER,2003,46.3398977
GAB,2019,56.3775425
BDI,2004,43.07729666
SOM,2020,47.28140439
CPV,2016,64.01264699
GNB,2005,44.90924469
SOM,2011,39.17383736
TCD,2010,48.05121494
COD,2005,46.3255537
GNB,2009,47.06263116
MDG,2016,55.87925195
MAR,2016,62.74730354
TGO,2017,54.87801186
CPV,2021,66.10830843
GIN,2003,48.87724615
EGY,2008,61.09264897
GNB,2013,48.72683808
GMB,2013,55.2794054
GIN,2004,49.20813155
CPV,2012,63.04278796
GIN,2013,51.76731777
SYC,2005,63.90467955
BEN,2011,52.58815936
UGA,2004,47.24703224
GIN,2015,52.08731499
NAM,2007,49.87612186
ERI,2001,48.79504003
COG,2021,55.27143664
LBR,2018,53.68882379
GNQ,2010,50.57498579
BEN,2007,52.57785076
SDN,2013,58.66326409
GMB,2020,56.75947493
AGO,2015,54.89832114
GNB,2000,42.83671759
COM,2021,59.01938606
SEN,2012,57.66918
AGO,2002,43.12016602
MOZ,2006,45.94774006
STP,2008,59.46564353
MDG,2011,55.19191971
BWA,2019,56.96297359
NGA,2004,48.57706352
STP,2002,56.60816259
MRT,2000,55.21494117
NAM,2001,46.19284278
COM,2017,59.5377667
STP,2017,62.72210266
TCD,2014,50.40898017
STP,2013,61.39621246
SSD,2021,49.59506403
ERI,2021,55.42494437
MRT,2017,62.25088623
GNQ,2001,46.82403738
GHA,2004,51.96609938
BDI,2009,50.50020819
SLE,2021,53.23947306
DJI,2004,53.20389628
TZA,2001,46.46479835
CMR,2006,47.53928028
SLE,2006,45.79776007
LBY,2020,61.83889583
ZAF,2019,54.65424951
TZA,2014,56.55152163
BWA,2002,41.08654328
ZAF,2003,45.93863664
SSD,2009,49.02681432
TZA,2015,56.95198146
BDI,2010,51.29256408
ZMB,2004,42.06693621
GHA,2018,56.42035137
MOZ,2019,52.05851098
COD,2018,54.16280964
NER,2021,52.77544021
AGO,2019,54.31664954
TZA,2008,52.77322744
LBY,2004,64.02027585
MUS,2019,64.24799842
EGY,2021,60.36317424
COM,2011,57.53912494
DJI,2018,56.67454205
COD,2013,50.07299013
AGO,2002,45.45883045
LBR,2009,50.21819664
ERI,2006,51.10977151
ZMB,2000,38.87356637
MLI,2004,47.51860001
LBR,2003,45.41919637
SYC,2020,68.83616396
CMR,2000,45.80541267
ETH,2021,59.62600833
TUN,2012,65.34364716
MDG,2020,55.27788225
ZMB,2004,42.99711258
SOM,2001,44.74765658
GIN,2021,53.42625796
ETH,2002,47.05606847
SEN,2019,60.10558187
EGY,2017,62.269496
MOZ,2007,45.42141582
SYC,2009,62.08784667
ERI,2019,53.74963295
TUN,2014,65.43978066
COG,2005,48.19485668
SLE,2013,49.71046757
DJI,2001,52.33571408
TUN,2005,65.19363491
ZAF,2009,47.76768007
MWI,2006,44.79271392
SSD,2004,47.42739254
BDI,2003,43.63600683
MLI,2017,53.16340865
SLE,2002,44.37986168
COD,2019,52.46196494
SDN,2013,58.63423862
CAF,2003,39.68472888
RWA,2001,41.17114116
MAR,2019,64.1313238
TGO,2019,54.83284475
NGA,2000,46.31677082
COM,2006,56.60652094
MRT,2004,58.39656753
CIV,2012,52.33645549
NGA,2009,51.21538273
DZA,2008,65.51163646
MRT,2005,57.75134087
LBY,2000,64.48741927
LBR,2002,45.44915434
KEN,2005,49.78637587
TGO,2009,52.00348857
DZA,2007,64.66841717
GNB,2003,44.14099202
SEN,2007,55.19498707
MOZ,2013,48.13822224
LSO,2009,40.19123057
CIV,2016,53.77431966
GIN,2001,47.94472885
TGO,2011,53.14104122
MOZ,2008,46.92183155
MOZ,2000,43.55265841
SEN,2015,58.87293341
KEN,2004,48.18616239
ERI,2011,53.05896516
LSO,2017,42.89359861
AGO,2017,55.06104955
KEN,2002,47.64864798
STP,2009,60.09796024
GAB,2007,52.58120515
UGA,2021,57.22439375
RWA,2002,43.95358343
UGA,2000,41.56137067
CMR,2007,48.28613083
MWI,2003,41.63361773
LBY,2008,63.96362956
ZMB,2016,51.98162068
ZMB,2002,39.93294436
CAF,2014,44.62077235
TUN,2013,66.0322871
TCD,2005,46.07102402
TZA,2016,57.7724634
MDG,2017,55.97143065
MOZ,2017,48.22892352
MLI,2009,51.25183617
ERI,2009,50.0210901
MUS,2004,61.00457599
MOZ,2012,46.59120691
CPV,2015,65.18877183
COG,2019,54.67023566
LSO,2003,38.97049614
GNQ,2015,52.91043313
GNQ,2008,50.82476428
SEN,2006,55.13091958
TUN,2017,66.33246354
SLE,2002,44.87866349
KEN,2014,57.04617672
CIV,2013,53.17228141
SWZ,2002,38.70892876
NGA,2015,53.91795965
CPV,2009,64.3387437
STP,2002,57.0632206
GAB,2017,55.9875916
EGY,2012,60.20062657
CIV,2007,49.57582804
COM,2005,56.3539361
GAB,2020,56.3954408
TCD,2007,46.95287112
ZMB,2020,52.73896012
ERI,2016,56.91111304
MAR,2010,62.41794895
MLI,2004,49.06852672
SSD,2001,46.2644292
COM,2010,57.89746017
LBR,2017,54.01274882
RWA,2007,53.48389907
AGO,2013,53.63433521
TUN,2020,66.91972612
COG,2007,50.70708957
BFA,2021,54.56242197
CMR,2015,52.21846978
BEN,2010,54.1229559
GMB,2019,56.60245236
ZWE,2021,52.24015957
SDN,2012,58.4208481
SWZ,2005,36.72900326
TCD,2019,52.197492
TGO,2013,54.22191963
KEN,2014,55.82214574
NGA,2001,47.00827914
SLE,2018,52.17374838
BFA,2005,47.38589919
SOM,2018,49.77572263
MWI,2019,56.91205528
DJI,2011,55.48409301
AGO,2014,54.51013841
DZA,2004,63.99687333
EGY,2011,61.33617475
TUN,2016,65.59473076
SLE,2005,45.13039996
COD,2018,53.12780174
MWI,2001,39.61494409
SWZ,2013,43.79643174
TGO,2018,55.3247861
MLI,2014,52.59218998
TCD,2021,51.51506012
NAM,2008,49.36049793
COM,2007,56.84323852
STP,2019,62.95155858
AGO,2003,45.90567466
MDG,2021,55.13701841
LBR,2015,52.58286096
MOZ,2021,50.79285613
GIN,2014,51.37812378
DZA,2016,65.20257542
TUN,2001,63.77310806
ERI,2009,54.68315694
TGO,2016,53.45394077
SOM,2014,46.83345675
DJI,2000,53.18272588
BWA,2020,57.43452238
MUS,2008,63.40031108
GIN,2020,53.19504671
BEN,2000,49.14403192
SYC,2014,66.47516901
MUS,2019,62.46487177
LBY,2004,64.45980381
GNB,2000,43.9454354
SWZ,2021,45.78620861
SOM,2006,42.62964695
SOM,2011,40.79422536
SEN,2005,54.20246683
AGO,2015,52.13020489
DJI,2009,54.9490408
COG,2009,51.36919202
ETH,2017,58.49750531
LSO,2005,37.61777794
SEN,2018,59.59378834
LBR,2012,51.22121846
ZWE,2014,51.04788496
RWA,2010,54.89777087
BDI,2012,53.34471532
GNB,2021,50.27150526
SDN,2008,57.19769068
SWZ,2010,42.45635682
MWI,2009,49.85822383
SEN,2015,58.46902805
GMB,2006,52.9382813
SOM,2008,44.34174762
ZAF,2020,54.08950457
COG,2000,45.22366643
SYC,2017,64.3186524
CIV,2021,55.40625311
RWA,2003,45.56541615
BWA,2017,55.31929526
CIV,2003,44.94922701
LBR,2012,52.01646646
KEN,2013,56.61158121
SWZ,2016,44.5004344
GMB,2004,52.4314769
CAF,2018,43.60522495
SWZ,2007,39.22880921
TZA,2020,58.34444533
NGA,2017,53.97600552
BDI,2016,55.21752537
LBR,2019,54.53679517
ETH,2014,57.19287875
MLI,2006,48.56447415
TZA,2019,58.6758504
ZWE,2012,49.58360209
LBY,2011,61.77048815
DZA,2011,66.16452546
CIV,2016,55.07431435
ZWE,2019,52.92645696
MUS,2008,61.52669583
BFA,2008,50.14130665
UGA,2000,42.49072451
COM,2017,59.75002096
ERI,2002,51.9673722
GNB,2015,49.31470052
AGO,2016,53.72970361
GMB,2013,54.99026746
KEN,2009,53.01941033
MWI,2009,48.94155561
LBR,2010,51.3609839
SSD,2004,48.03906994
TZA,2013,55.97418216
NAM,2015,54.12156744
CMR,2012,51.04543492
STP,2021,62.62544643
BEN,2001,50.90205916
STP,2015,61.95021702
RWA,2000,40.75846362
ZMB,2009,48.08330308
SDN,2016,59.48441908
DJI,2014,55.37544169
LBR,2020,54.37636351
MWI,2019,54.19579338
COM,2000,54.25316728
ETH,2021,58.04778482
LBY,2011,62.82800496
TCD,2014,49.70415003
BEN,2017,55.20317165
ZMB,2007,46.56791691
CMR,2018,53.69076909
MDG,2019,56.15947792
GAB,2002,50.63699492
GNQ,2013,52.87676442
MAR,2010,61.78613444
CIV,2009,49.8546678
GNQ,2013,52.42471687
CAF,2001,38.50021212
SLE,2010,47.93565191
GIN,2006,49.75467343
GNB,2010,49.55126446
BDI,2013,54.85187506
KEN,2019,58.24660368
MLI,2010,50.53204003
COD,2002,45.54354177
ZAF,2015,54.24537473
GNQ,2018,53.54747792
LBY,2006,64.58895848
SDN,2016,59.35586405
TGO,2001,49.72639019
NER,2020,52.96963419
GNQ,2006,49.86263481
COG,2014,54.50668172
COG,2006,50.05873128
CPV,2011,66.272157
NER,2012,51.7893528
NGA,2012,52.86179237
GMB,2007,53.47305189
LSO,2008,40.25750374
ZMB,2004,42.56884362
LSO,2010,44.33768149
RWA,2016,59.38531972
GNQ,2012,52.60663325
MDG,2006,53.91834156
BFA,2020,53.94241519
SWZ,2013,42.07974874
BDI,2005,46.18860571
GMB,2017,55.82088923
RWA,2017,57.83307875
GNQ,2007,50.84408409
GMB,2003,52.14878102
MLI,2011,51.43213462
COD,2017,53.60558008
GIN,2010,50.86521325
CPV,2008,65.94660517
CMR,2021,54.00702693
SOM,2017,46.29506769
TUN,2002,64.71593513
NER,2001,44.72615972
LBR,2015,51.55454487
BDI,2004,41.34047269
ERI,2002,49.29972989
ZAF,2014,52.22079358
GNQ,2017,53.29157289
TGO,2008,50.02531255
NER,2010,51.19452956
KEN,2015,56.40525297
GNQ,2002,47.82506775
TCD,2017,51.41110909
COM,2002,55.31123577
NER,2005,47.60512952
BEN,2006,51.6799532
COG,2011,53.20388376
BWA,2002,40.522007
GMB,2011,55.02709653
ZWE,2020,51.07988756
NAM,2007,51.67864174
COG,2019,55.2962608
SOM,2010,43.79247175
COD,2012,49.62070043
BFA,2020,56.30473334
MLI,2005,48.03928962
TUN,2011,66.5891556
COM,2001,54.84811884
MDG,2000,51.08201723
ZAF,2011,49.65355765
GHA,2003,52.20623798
ZAF,2010,49.99567027
BFA,2006,48.84929716
GAB,2007,52.95201719
COD,2020,53.55500061
LSO,2000,40.64425128
GNB,2018,51.46903106
SOM,2013,47.78320082
RWA,2005,50.0528703
MDG,2007,54.32139555
CAF,2011,43.97748195
ZAF,2000,50.63426362
MAR,2011,62.59007784
GNQ,2011,51.86128637
SDN,2010,57.97160285
SOM,2007,45.5081481
BFA,2017,53.21937048
NAM,2006,48.10927448
LBR,2018,53.16055432
MLI,2019,53.81374513
COD,2012,51.10890809
MOZ,2009,46.15101729
ETH,2008,53.21298186
TZA,2007,51.83851744
CIV,2017,53.29205409
KEN,2011,53.44425253
SLE,2009,47.13877174
SOM,2012,44.34616075
NGA,2006,49.55294869
SDN,2003,55.38897095
MLI,2001,45.8484051
RWA,2001,41.9921985
COD,2010,49.46795992
KEN,2003,47.70271049
ETH,2017,60.06291131
MAR,2017,62.86737773
GAB,2015,55.53612167
GHA,2014,55.09249501
CMR,2000,46.47339224
STP,2018,62.88993
LBY,2015,63.75581133
SWZ,2017,47.02421557
GHA,2009,53.96326899
KEN,2010,53.72252087
CIV,2000,45.47425833
SEN,2020,60.03114146
MOZ,2010,46.18972262
SOM,2017,47.77851851
NAM,2000,47.91892693
ZAF,2020,55.03596828
GNQ,2010,52.01052666
LBR,2007,50.28395445
MDG,2001,51.53247798
CAF,2000,38.8291998
NER,2017,53.04354522
KEN,2012,53.73889076
UGA,2010,50.72627701
AGO,2001,41.9308917
MRT,2016,60.24545754
COG,2021,54.83573617
SSD,2001,44.67124934
MUS,2010,61.84621329
SYC,2008,64.14412464
ZWE,2019,51.95162108
RWA,2012,56.24253073
COG,2018,54.92944056
ZMB,2007,45.6156124
GIN,2000,47.46620601
MUS,2006,61.23157017
DZA,2017,66.9145732
GMB,2014,55.44630633
MAR,2005,62.04494292
AGO,2018,55.22142043
BFA,2020,55.14517935
TZA,2001,46.72020854
NAM,2021,54.6469743
MWI,2016,56.17077253
MWI,2001,39.71436896
CPV,2003,63.01322801
MUS,2008,65.37179099
TZA,2018,58.3723901
BFA,2021,55.55901715
COG,2008,50.54569889
SYC,2009,64.28210608
STP,2007,58.98360115
SDN,2004,54.71141878
LBR,2013,53.14185075
CMR,2004,46.69573801
BDI,2008,50.82612113
ETH,2013,56.65188225
LSO,2013,44.49778624
GHA,2017,58.42201349
MRT,2000,56.14323552
NGA,2005,49.20868422
MDG,2004,52.36959649
MAR,2009,62.86952274
ZMB,2008,47.01189969
GAB,2006,52.6774171
SEN,2021,59.18867755
GNB,2008,46.66872621
LSO,2019,43.39451837
LSO,2002,41.99673073
ZMB,2011,50.46861683
BWA,2009,50.16860808
LSO,2020,43.36581186
GAB,2016,54.69061504
SWZ,2014,46.61942896
SEN,2011,57.02846695
COD,2014,51.38323392
GMB,2003,51.96832536
SDN,2017,59.74432543
TCD,2020,51.58330064
STP,2009,60.06571701
GMB,2021,55.61218171
COG,2010,51.76182479
CIV,2010,50.84747627
ETH,2012,56.71607505
CIV,2015,54.4910548
SOM,2019,47.27852136
BEN,2020,57.14233313
EGY,2020,61.18860664
MUS,2021,63.63169692
COG,2001,45.74389629
COG,2002,46.25831323
MAR,2002,60.5558651
GIN,2007,50.02826545
NAM,2013,56.18247104
SEN,2021,58.5845999
SWZ,2011,44.11070865
DZA,2013,64.87012453
GAB,2005,52.15751231
SYC,2018,66.35036926
GHA,2001,51.8176396
SYC,2004,66.51864717
SEN,2004,53.83135763
UGA,2006,49.66637374
MUS,2004,62.75272128
SOM,2001,42.26209632
COM,2014,58.76111066
LBY,2020,63.25593202
BDI,2019,57.29446766
NER,2020,52.92681563
TUN,2021,64.375384
TUN,2002,63.93725999
SYC,2003,60.88278705
KEN,2005,49.32927635
MOZ,2001,43.88601336
NGA,2016,54.1266879
TCD,2013,49.63984262
GHA,2006,52.28640713
NAM,2002,45.68470524
LBY,2008,64.16983937
GNQ,2015,52.78167064
MDG,2020,55.62826459
EGY,2007,61.0682997
BEN,2015,53.62797479
MRT,2013,59.76148443
CMR,2010,49.93014083
COD,2000,44.15286277
MRT,2016,61.14191213
SDN,2003,54.94245831
GAB,2006,52.26632837
NGA,2002,47.22001857
GNB,2010,48.59483215
MDG,2006,53.26799479
NAM,2018,57.1066139
DZA,2004,63.62762096
GMB,2005,52.95916366
ZAF,2013,51.66265157
CIV,2019,54.41874137
DZA,2005,64.25262515
EGY,2017,63.1586599
SSD,2008,49.09376289
TGO,2007,51.17571826
LBR,2021,53.96099924
BDI,2013,52.93661724
ZWE,2011,46.89143509
GNQ,2015,52.81287253
TGO,2020,55.93008645
KEN,2016,57.02578551
SSD,2021,50.53001725
BWA,2007,47.1080425
SOM,2008,42.99338438
LSO,2007,39.21668923
MOZ,2013,47.04772069
AGO,2021,52.80322442
ZAF,2003,46.34014077
GIN,2006,49.8560783
LSO,2019,45.04266302
MUS,2007,65.12463704
NER,2004,47.27156999
SLE,2014,48.91757494
LSO,2003,40.11569095
ZMB,2019,53.8691716
RWA,2013,56.77575554
BWA,2019,56.0523028
TUN,2009,65.03878923
COG,2011,54.12752878
DZA,2015,66.72911568
MLI,2019,54.22892621
LSO,2001,44.1255337
KEN,2004,48.89685301
MOZ,2018,48.76632403
GHA,2018,57.55482269
SSD,2014,49.92824632
ERI,2018,53.44176125
LBR,2006,50.46320951
TZA,2017,57.23888702
CIV,2002,44.56653956
ETH,2010,54.52141148
AGO,2005,46.28798858
CIV,2014,53.76802938
BEN,2021,55.71581111
COG,2006,51.18048708
GNB,2015,51.64594727
UGA,2005,46.34433683
SLE,2001,43.47737699
MAR,2018,64.04185159
NER,2006,48.68624347
GHA,2014,57.32556125
EGY,2008,60.15168753
TUN,2005,64.46245608
MDG,2018,56.00096119
LBY,2002,63.11072703
COG,2015,54.81978156
KEN,2000,46.90161925
TCD,2015,50.00024271
GNB,2009,49.05621546
CMR,2001,46.37154509
NGA,2005,49.42969231
GHA,2020,56.91064583
ERI,2010,54.98006552
NAM,2005,47.81041658
UGA,2005,48.6935925
SDN,2009,57.48991561
SSD,2006,48.40386718
COG,2013,53.49832214
SWZ,2014,44.62004095
MRT,2004,56.42140985
ZWE,2006,41.22160104
SOM,2004,44.97455991
UGA,2013,52.55351903
GNB,2017,51.21774
CAF,2009,42.4233346
SLE,2000,44.08016829
TUN,2005,66.07226677
SLE,2021,53.12722422
COM,2010,57.97117569
SWZ,2003,37.28608671
GNQ,2003,48.06681723
CMR,2019,54.24404511
GHA,2012,56.56377674
MLI,2013,51.77768925
MDG,2012,55.38585999
CMR,2021,53.39787684
STP,2015,62.02934346
EGY,2010,61.14776461
BDI,2021,56.87933781
GNQ,2004,48.3009946
ZAF,2012,52.22923022
SLE,2003,44.59389678
KEN,2006,49.72058037
GNB,2001,43.22924985
NGA,2002,47.72381831
MUS,2016,62.59117027
DJI,2009,53.77583512
TGO,2011,52.31667002
ZWE,2015,51.45461519
ZAF,2016,53.08098857
UGA,2008,50.30766988
MRT,2015,60.04393097
MRT,2009,59.67525648
MAR,2015,63.18479871
BFA,2014,51.88893778
KEN,2011,55.26098469
COM,2002,55.23748506
TGO,2010,51.74893036
SDN,2000,54.03534951
UGA,2006,48.51985392
MRT,2018,61.43435153
COG,2005,50.24002864
TUN,2007,66.27557041
SOM,2012,42.85683711
MUS,2009,65.58680248
BEN,2011,54.41103239
RWA,2002,44.51020517
COG,2008,52.61711212
GIN,2015,51.68701688
MLI,2014,51.68282561
MDG,2014,55.66025733
CAF,2004,39.1521094
BWA,2008,49.66347297
LSO,2008,39.34584056
GNQ,2017,52.61713257
NER,2006,48.44636512
MLI,2008,49.63743806
GAB,2004,51.13017579
LBR,2014,50.87620053
RWA,2013,57.6813097
SOM,2015,47.23677464
DZA,2019,67.04083015
MRT,2007,58.7943182
BWA,2003,42.14691109
NGA,2007,50.15342377
TZA,2004,48.59728319
GMB,2002,51.90411385
GAB,2009,53.08332685
NAM,2015,55.89159244
TZA,2008,52.73087486
BEN,2002,51.17987583
DJI,2002,52.35405668
DJI,2014,56.59457394
SYC,2006,66.49103799
GAB,2012,54.33531818
GAB,2000,50.58010559
SDN,2010,57.91400493
TCD,2007,47.3888355
STP,2012,61.02188812
SLE,2017,51.48580127
ZAF,2001,48.34494846
COM,2019,59.75616485
CIV,2005,46.30840309
COM,2016,59.43349432
GIN,2009,50.54940754
LBY,2005,64.13350202
SWZ,2003,37.79531996
SOM,2000,43.40595283
LBR,2001,45.65849125
ZWE,2008,42.68523492
CAF,2000,38.05872806
SEN,2010,57.34923552
GNB,2018,50.33636736
GIN,2016,52.4211578
CAF,2020,47.70593562
BWA,2001,40.90554597
MWI,2018,55.25522977
DJI,2013,55.6402772
KEN,2003,48.25803132
SDN,2012,58.46869611
DZA,2015,65.05192054
DZA,2011,64.63416395
CPV,2006,63.88252437
AGO,2008,49.91073665
TUN,2003,65.76989267
GMB,2000,51.23565225
CAF,2017,46.75927834
COG,2001,46.27908582
MDG,2000,51.60184484
COM,2020,60.1807067
COM,2009,56.73671908
TZA,2008,52.83286467
SDN,2002,54.54185864
NAM,2014,56.04688916
TGO,2002,49.79676596
TZA,2014,56.18028992
ZWE,2002,40.03708513
COD,2001,46.15468158
LBY,2010,64.02613805
MLI,2000,45.38590542
BFA,2003,46.67102559
TUN,2004,64.29955689
CAF,2017,42.67326941
TCD,2016,50.80920046
TCD,2016,51.14741178
NGA,2002,47.46406406
GIN,2009,50.62593258
LBY,2003,64.49929304
MDG,2020,55.44883229
ZWE,2015,49.52006788
TGO,2007,49.82889411
SEN,2017,59.09265337
ERI,2019,57.59136288
BWA,2002,41.89935174
BFA,2015,52.35811484
GHA,2021,56.90111359
UGA,2003,45.95590443
AGO,2006,47.10596653
RWA,2015,59.17611373
NGA,2015,53.29903102
ZAF,2008,47.24857547
COG,2020,55.06772265
AGO,2018,54.11595761
SOM,2002,42.31749616
ZWE,2001,40.28706948
BEN,2012,52.82407728
SOM,2001,43.44347767
MWI,2021,54.6681734
