iso3,year,hale
SEN,2019,59.62043743
TUN,2000,65.27386325
GNQ,2019,53.50747979
MLI,2018,52.96858103
BEN,2013,53.12654603
RWA,2008,53.91098628
ETH,2019,59.20351316
BWA,2001,40.2647863
GMB,2018,56.67579694
BEN,2008,52.47686128
DJI,2005,52.29512919
BDI,2014,55.38632233
MWI,2018,56.70222925
BFA,2013,51.37798912
UGA,2019,55.58300662
SSD,2012,51.91678319
MLI,2000,46.06432983
GAB,2006,51.91377128
CIV,2013,51.75793248
CMR,2020,53.60653221
SOM,2021,47.42338531
LBR,2006,48.83754399
MAR,2011,63.2160696
DZA,2021,66.37520233
DZA,2021,64.79363685
BDI,2002,40.81189024
AGO,2001,44.98802778
ETH,2001,46.21774425
CPV,2019,62.29911344
TGO,2009,51.18613769
COM,2021,59.1302193
MWI,2007,46.73315153
SWZ,2012,45.07922893
BWA,2000,40.47435855
ZMB,2005,43.13726553
LSO,2004,39.49290147
LBR,2013,51.50716573
CMR,2000,46.13374164
SLE,2006,45.50024577
ZAF,2010,48.2041057
BDI,2005,44.32195311
LBY,2003,63.09430652
SYC,2009,66.63321137
GIN,2006,49.70836806
ETH,2007,52.13357573
SOM,2003,44.92217903
GMB,2000,51.87322895
LBR,2008,49.90071768
SOM,2003,42.39547863
RWA,2015,58.33824926
SYC,2014,62.63701366
GMB,2012,55.06823032
GMB,2001,51.72922961
ETH,2020,58.98467236
AGO,2005,45.30842941
SSD,2005,48.56999314
CMR,2002,46.11588107
NAM,2020,53.59929133
GHA,2002,51.65829607
MOZ,2020,50.74977703
CIV,2015,53.17791962
SSD,2013,50.94743898
SSD,2015,52.18313073
STP,2004,57.73687423
CPV,2006,65.61741898
BFA,2009,49.74843891
AGO,2004,44.41731746
GMB,2010,54.1944895
SSD,2002,45.37253618
MAR,2004,61.87762995
LBR,2012,52.88514401
COD,2010,48.84639513
NAM,2001,45.13264573
GAB,2016,57.04439054
COM,2006,56.67272472
SOM,2000,44.67710033
TUN,2001,64.55581644
BEN,2005,51.39741342
ZAF,2001,47.13213569
MOZ,2002,44.11376202
ERI,2010,52.64178906
ZWE,2014,49.01367935
GNQ,2006,50.06282566
ERI,2013,53.79847087
NER,2018,52.82106738
SLE,2008,46.58076624
SLE,2005,45.48394767
AGO,2003,43.86318748
GHA,2001,51.52301166
LSO,2008,41.27456261
COD,2008,47.77687802
SYC,2002,66.52586469
TZA,2006,50.4947101
ERI,2006,48.79227031
STP,2012,61.13273713
ERI,2019,55.67193443
SLE,2017,51.67379189
CIV,2009,49.14417088
COD,2005,47.63090023
COM,2013,58.44752787
TZA,2021,57.86712035
ZMB,2000,38.88909325
SYC,2000,63.68929372
NGA,2012,52.63054275
TGO,2014,53.57856354
MLI,2006,49.91184404
DJI,2003,53.15883604
MLI,2017,53.66347432
COD,2015,51.00769928
NGA,2021,54.99447402
TZA,2010,53.91693682
BFA,2002,46.0257041
GNQ,2021,53.52490613
GNB,2008,47.61975578
ZMB,2017,52.22669986
LBY,2017,62.44754325
BWA,2005,46.0953444
CIV,2015,52.13334162
SEN,2013,57.96403234
MDG,2010,55.11836111
SLE,2008,46.6992809
BEN,2014,54.32969398
ERI,2001,46.26229196
UGA,2012,52.0606047
ETH,2008,52.74852667
AGO,2010,49.26125794
BEN,2012,54.71050855
CMR,2003,46.07537145
MAR,2014,63.65452083
ETH,2009,53.64962889
SSD,2018,49.81474529
DZA,2019,65.33705051
MOZ,2015,49.83018546
AGO,2011,51.05446448
GMB,2012,55.43271417
LSO,2001,40.7034823
TZA,2018,57.60616297
BFA,2018,53.64951565
LBY,2016,61.77414869
SLE,2001,44.07402175
SSD,2020,50.84125547
ZMB,2011,51.51693133
ERI,2000,47.68978394
SEN,2006,54.50760432
STP,2007,59.17056853
TCD,2003,45.828351
COM,2012,58.30750825
SYC,2021,65.20075588
TGO,2000,48.39490147
MRT,2008,60.41141846
KEN,2012,56.11980422
STP,2003,57.32085355
MWI,2014,55.3911781
SYC,2014,64.45434774
CPV,2020,64.27348663
DZA,2010,64.521688
SWZ,2009,41.09990898
LBY,2006,64.55093188
NER,2001,44.4489964
BFA,2016,53.87467137
GHA,2005,52.69056198
COD,2012,50.3532154
BEN,2018,54.6213382
UGA,2018,55.1735936
AGO,2021,53.76187008
GNQ,2000,47.31083455
ZMB,2001,39.2813172
BWA,2006,47.52523074
BEN,2017,54.28922293
AGO,2006,48.1658169
BFA,2004,46.66099118
EGY,2003,60.27414769
BFA,2006,48.04541509
MUS,2009,63.58296044
BEN,2013,54.06689104
CMR,2003,46.26193963
MRT,2001,55.70190453
NER,2019,53.15432072
COD,2009,48.90379532
COM,2021,58.91233661
GNB,2020,49.97474033
BWA,2015,54.59507157
DJI,2008,54.036812
MOZ,2018,51.64264813
GNB,2019,52.96140197
ZWE,2018,51.62104799
AGO,2008,47.75109548
ERI,2003,47.29592339
GHA,2016,56.84244586
CAF,2007,41.07001601
SSD,2007,49.04271789
LSO,2012,41.14624252
NER,2018,53.24299328
SDN,2014,58.9279384
KEN,2011,54.34378906
NER,2002,45.30773077
COD,2003,45.15885155
STP,2019,63.0911443
ETH,2006,51.18628027
CIV,2010,49.40215076
SSD,2020,49.72045329
TUN,2019,67.37793537
RWA,2014,57.1119877
SEN,2003,52.54167649
ZMB,2017,54.48578448
MDG,2005,53.45477064
GNB,2015,50.50985495
LSO,2013,41.06131762
ZAF,2000,47.88619909
MAR,2013,62.92437652
GAB,2008,52.71486788
BWA,2017,56.24116088
GIN,2014,51.56699959
ZWE,2018,52.62231577
SYC,2012,66.62905016
TZA,2012,55.41315976
TCD,2002,45.63042604
GAB,2010,54.05774294
MLI,2014,52.1384186
TCD,2002,44.59801192
SOM,2019,48.65431671
SWZ,2001,38.9369529
SLE,2015,49.73275888
CMR,2002,46.33790785
BEN,2016,55.85865955
BWA,2008,48.69864214
ZWE,2018,50.54768966
MAR,2017,63.96288846
ZWE,2011,47.96488718
GNQ,2020,53.20626566
CPV,2014,65.18582594
MDG,2014,55.81477083
SDN,2017,59.88048401
NER,2008,49.82359132
BWA,2016,53.57296819
CIV,2003,46.3219491
GNQ,2001,47.28122224
LBY,2016,62.7025986
MOZ,2000,42.67548329
GNQ,2016,52.70724379
LSO,2015,42.56373219
TZA,2019,58.31164253
MUS,2009,61.67485424
BDI,2006,47.36594633
BWA,2009,49.40318462
CIV,2000,44.52010724
CIV,2017,55.64891674
MLI,2015,52.44204707
ZAF,2014,55.20921553
EGY,2005,61.799838
SEN,2007,55.86514946
CMR,2011,50.05536433
ERI,2002,46.82091021
GMB,2015,55.9248003
GMB,2019,56.93425934
CPV,2001,62.68508391
RWA,2003,45.0310363
BDI,2014,54.38874044
LBR,2005,47.97152673
MOZ,2010,47.23117734
BFA,2000,44.40304425
CPV,2010,66.18188794
CMR,2006,47.78136971
GIN,2018,53.11118178
SWZ,2020,50.83442477
UGA,2013,54.51526919
ETH,2001,46.20360258
ZAF,2006,45.52262122
SSD,2010,50.04406319
KEN,2005,48.8742921
GNB,2011,50.10316257
SDN,2000,54.28835514
MLI,2019,53.39763021
GIN,2021,53.34837354
LSO,2007,38.10414401
GAB,2015,56.81263264
CAF,2011,42.23229705
EGY,2019,63.39501519
GIN,2018,53.21205462
MAR,2012,63.37577523
EGY,2006,59.9743526
MLI,2011,51.92498439
ZWE,2000,40.86750077
BWA,2019,55.04172883
GHA,2016,58.07129035
SSD,2014,50.99329981
COG,2018,54.3258432
GMB,2003,52.40744811
SOM,2003,43.59891453
ERI,2000,44.76570103
TZA,2012,54.89980967
SYC,2020,67.0909655
NGA,2013,52.99041115
DZA,2006,64.98703465
GAB,2018,57.39067009
LSO,2016,42.06539691
GNQ,2011,50.52132074
SOM,2019,50.14200275
SOM,2002,44.8241259
MLI,2002,46.33015857
RWA,2006,51.97413983
ZMB,2009,50.2407364
SEN,2014,58.53281935
ZWE,2014,50.05069082
SLE,2014,48.639621
MLI,2012,51.65389321
MAR,2016,63.86046232
CMR,2013,50.2546672
SYC,2019,64.30942507
CMR,2013,50.88104682
BEN,2014,55.2960655
STP,2017,62.61697285
GHA,2008,53.58221679
SLE,2019,52.68221753
MWI,2013,54.61100716
MRT,2006,58.36148053
SSD,2010,51.29203049
ZMB,2006,45.03264787
BEN,2000,50.61079302
NAM,2010,50.56804733
TGO,2014,52.61161631
NER,2011,51.49248128
TCD,2017,50.76477859
MWI,2012,52.12809136
BDI,2014,53.36515046
AGO,2019,53.24205169
SOM,2020,48.55480516
CMR,2018,53.03718604
MWI,2021,55.92571639
GMB,2018,56.34316843
NGA,2007,50.55775194
BEN,2010,53.23814209
TZA,2003,48.02631213
ERI,2020,57.68183352
COM,2003,55.7185698
BEN,2006,52.30554533
BEN,2017,56.14603792
BDI,2018,54.79083623
