iso3,year,mal_inc
NGA,2000,401.7883996
GNQ,2001,331.498263
CIV,2017,268.5383373
GMB,2006,261.6460917
GHA,2007,305.8306689
NER,2019,332.5602149
MLI,2017,376.9845688
CPV,2022,0.0
GNQ,2020,244.2993403
TGO,2006,474.9405557
TGO,2017,351.1472248
BEN,2011,382.9891408
BWA,2012,0.217458171
CPV,2001,0.894080685
GAB,2003,259.0387811
RWA,2017,711.4383145
DJI,2024,45.09456932
COM,2009,55.4905623
GAB,2023,191.3028395
GMB,2017,63.21308827
BFA,2017,356.5617211
TZA,2016,134.0467683
EGY,2023,0.0
EGY,2016,0.0
ZMB,2003,348.025214
BDI,2011,245.350113
BWA,2022,0.339391901
TCD,2004,237.3915434
MDG,2007,30.67507217
AGO,2018,232.4429808
CIV,2005,466.3436756
TGO,2010,318.5258571
MLI,2016,374.3880168
SDN,2020,65.75720383
MDG,2015,106.9755724
BWA,2004,1.016608783
SLE,2020,313.1107538
NAM,2013,4.387203728
MRT,2006,76.41339766
BDI,2004,295.9728922
CIV,2002,506.3207691
ERI,2020,48.2758935
MLI,2010,373.5950503
BEN,2010,417.0712603
SDN,2000,89.72078112
TGO,2011,310.5693739
DJI,2010,1.447794121
GMB,2010,232.8107799
MWI,2012,354.9587618
TGO,2009,343.1490118
BWA,2010,1.653670012
SDN,2006,52.20402886
SEN,2000,230.3671854
MWI,2018,270.9531009
DZA,2005,0.000514182
GNB,2022,97.6115741
GNB,2003,182.2876147
COD,2011,360.232861
BWA,2009,2.060198094
MDG,2018,71.86049528
ZWE,2021,27.53749473
EGY,2022,0.0
MOZ,2018,331.298561
TZA,2024,136.7250515
BWA,2015,0.311489158
CIV,2020,295.6638508
COG,2018,249.7715716
BFA,2002,592.4686237
COG,2022,220.5201435
UGA,2018,269.2137925
COG,2005,309.0220656
MWI,2000,452.5497745
SSD,2011,281.3275987
CAF,2007,467.5929972
ZAF,2023,0.837019584
SEN,2014,37.64684834
ZWE,2001,102.5885441
GNB,2019,87.10491865
DZA,2011,0.000461318
AGO,2006,299.9049376
ERI,2016,27.70219714
GNQ,2007,353.6481076
BFA,2000,597.1736302
SDN,2015,43.24928442
CMR,2018,248.9797082
ETH,2017,70.71058376
EGY,2002,0.0
TZA,2007,197.8895543
CMR,2017,258.9845553
MDG,2003,65.29889326
TCD,2005,241.2660286
GAB,2013,199.1852835
SDN,2002,65.50155263
GAB,2014,193.866859
TZA,2020,123.3493028
MDG,2011,37.07720243
MUS,2021,0.0
SLE,2019,321.8810006
MOZ,2001,489.9424843
STP,2016,10.98739248
MDG,2023,200.0243173
SSD,2009,271.1154668
CMR,2020,264.811951
AGO,2013,158.1038401
NER,2016,389.3292161
MRT,2005,84.3280398
CIV,2006,425.6100779
BDI,2024,314.8994439
NAM,2011,1.814932101
SSD,2013,276.1013856
STP,2020,8.890053993
UGA,2004,442.7841558
SEN,2018,65.83047734
CAF,2022,354.5004265
GHA,2018,212.7630234
COD,2023,325.2947774
TZA,2009,155.4170819
ZWE,2019,65.09225256
BWA,2007,1.019660829
BEN,2018,407.709079
STP,2017,10.81799295
MAR,2001,0.0
DZA,2016,0.0
COG,2010,214.4367578
TGO,2022,278.590208
UGA,2021,268.6123762
SDN,2022,72.02381694
CAF,2006,467.9287341
MRT,2014,56.3040842
SOM,2020,56.50004594
MWI,2003,404.3123655
SDN,2005,53.24647853
BEN,2006,508.9275094
MAR,2005,0.0
ZMB,2012,206.1546522
BFA,2019,356.4877927
GAB,2004,196.6582912
TGO,2018,322.4549685
